ID,Title,Author,Genre,BookCategory,Price,Reviews-n,Ratings-n,hard-paper,year,month,Synopsis
1381,"The Chambers Dictionary (13th Edition): The English dictionary of choice for writers, crossword setters and word lovers",Chambers,Dictionaries,"Language, Linguistics & Writing",3.308137379,4.3,17,Hardcover,2014,Jul,"'THE CHAMBERS DICTIONARY IS THE MOST USEFUL AND DIVERTING SINGLE-VOLUME WORD-HOARD AVAILABLE' Telegraph
'CHAMBERS IS A MARVEL OF WIT, CLARITY AND PRACTICALITY' Observer
'THE MOST HUMAN OF DICTIONARIES' Philip Pullman
'CHAMBERS IS AN OPEN DOOR TO WORDS AT THEIR WITTIEST, MOST ROOTED, MOST REVEALING, AND MOST POWERFUL' Ali Smith
First published in 1872, The Chambers Dictionary contains more words, phrases and meanings than any other single-volume English dictionary. Yet it remains lighter and easier to hold, and now has an even more durable jacket so that it will be a beautiful hardback reference for many years to come.
This 13th edition retains the much-loved features of The Chambers Dictionary, including the unique, quirky definitions. There are over 1,000 new words and meanings, and there is also a brand new two-colour Word Lover's Ramble, showing how English words and definitions have changed over the history of The Chambers Dictionary.
The Chambers Dictionary is now the UK's number 1 selling hardback dictionary. It is regarded as the dictionary of choice for crossword setters and solvers, and is popular with players of wordgames such as Scrabble(R) and Words With Friends(R). It is famous for its Scottish heritage, its thorough coverage of obscure words, and its unique personality that comes across in a definition style that is both useful and witty.
'CHAMBERS STANDS OUT LIKE A BAROQUE MANSION IN A CITY OF FACELESS CONCRETE' Melvyn Bragg
***Fully revised and updated February 2016 to include additional 'enriching' words***"
5149,Watchmen: The Deluxe Edition,"Alan Moore, Dave Gibbons",Comics & Mangas (Books),Comics & Mangas,3.302547372,5,13,Hardcover,2013,Jun,"Watchmen: The Deluxe Edition is a popular comic-book series, which is set in the 1980s. The readers will see that superheroes have played a major role in altering the outcomes of events that have actually taken place in history. In 1985, a man named Edward Blake gets murdered in New York City. The police start investigating, but find no leads. So Rorschach, a superhero vigilante, decides to get to the bottom of the case. He soon discovers that Blake was in fact The Comedian, a superhero who worked for the American government. Rorschach eventually realises that someone is planning to kill off all the superheroes.
Doctor Manhattan, another US Government sanctioned superhero, is falsely accused of killing Blake. Manhattan decides to exile himself to Mars, but this leads to a lot of political turmoil on earth. On the other hand, Rorschach gets framed for killing a supervillain named Moloch. So he decides to meet Veidt, who was once the superhero Ozymandias. The brilliant animations of Watchmen demonstrates to readers how Veidt plans to execute a hoax extraterrestrial attack on New York City, in order to unite America and the Soviet Union.
Watchmen: The Deluxe Edition, published by DC Comics in 2013, is available in hardcover.
Key Features:
Watchmen was on TIME’s list of the 100 Best English language novels published since 1923.
It received a Hugo Award in 1988, and was on Entertainment Weekly’s 2008 list of the best 50 novels printed in the last 25 years.
The comic series has been adapted into a feature film and a video game."
3697,SAP Performance Optimization Guide: Analyzing and Tuning SAP Systems,Thomas Schneider,Software & Business Applications (Books),"Computing, Internet & Digital Media",3.301247089,4.5,2,Hardcover,2018,Apr,"The speed and efficiency of your organization's software is critical for business success. From monitoring system workloads and optimizing SQL statements, to identifying performance problems in ABAP programs and sizing SAP HANA-learn how to make your SAP system is as agile as possible. Update your skills for new technologies like SAP Fiori, SAP Gateway, and SAP NetWeaver 7.5 and keep your SAP system on top with the latest in SAP performance optimization. a. SAP Basis; Get complete coverage of the SAP Basis hardware, database, memory configuration, and work processes to maximize system analysis and tuning, updated for SAP NetWeaver 7.5. b. Analyzing Your System; Hardware, workloads, and databases-develop a holistic understanding of your system architecture for sophisticated optimization. c. Databases and SQL Processing; From SAP Max DB to DB2 to SAP Sybase ASE, find the most important information about database monitoring and optimizing SQL Statements."
628,Pearson Test of English Academic Practice Tests Plus and CD-ROM without Key Pack,"Ms Kate Chandler, Ms Lisa da Silva, Mr Simon Cotterill, Felicity O'Dell, Ms Mary Jane Hogan",Linguistics (Books),"Language, Linguistics & Writing",3.301247089,4,126,Paperback,2013,Feb,"PTE Academic Practice Tests Plus includes:
 • four complete practice tests with authentic test questions by PTE Academic test writers
• overviews of each part of the test so you know what to expect
• detailed guidance, strategies and tips to teach you how to do each task type
• MP3 disc with the recordings for all of the listening and speaking tasks
 Find your nearest test centre at http://www.pearsonpte.com/centres"
580,Watchmen: The Deluxe Edition,"Alan Moore, Dave Gibbons",Comics & Mangas (Books),Humour,3.301158094,5,13,Hardcover,2013,Jun,"Watchmen: The Deluxe Edition is a popular comic-book series, which is set in the 1980s. The readers will see that superheroes have played a major role in altering the outcomes of events that have actually taken place in history. In 1985, a man named Edward Blake gets murdered in New York City. The police start investigating, but find no leads. So Rorschach, a superhero vigilante, decides to get to the bottom of the case. He soon discovers that Blake was in fact The Comedian, a superhero who worked for the American government. Rorschach eventually realises that someone is planning to kill off all the superheroes.
Doctor Manhattan, another US Government sanctioned superhero, is falsely accused of killing Blake. Manhattan decides to exile himself to Mars, but this leads to a lot of political turmoil on earth. On the other hand, Rorschach gets framed for killing a supervillain named Moloch. So he decides to meet Veidt, who was once the superhero Ozymandias. The brilliant animations of Watchmen demonstrates to readers how Veidt plans to execute a hoax extraterrestrial attack on New York City, in order to unite America and the Soviet Union.
Watchmen: The Deluxe Edition, published by DC Comics in 2013, is available in hardcover.
Key Features:
Watchmen was on TIME’s list of the 100 Best English language novels published since 1923.
It received a Hugo Award in 1988, and was on Entertainment Weekly’s 2008 list of the best 50 novels printed in the last 25 years.
The comic series has been adapted into a feature film and a video game."
809,From Hell,Alan Moore,"Arts, Film & Photography (Books)",Comics & Mangas,3.29710365,4.5,5,Paperback,2004,May,"Alan Moore (Watchmen) and Eddie Campbell (Bacchus), grandmasters of the comics medium, present a book often ranked among the greatest graphic novels of all time: From Hell.

From the squalid alleys of the East End to the Houses of Parliament, from church naves to dens of the occult, all of London feels the uniquely irresistable blend of fascination, revulsion, and panic that the Ripper offers. The city teeters on the brink of the twentieth century, and only the slightest prodding is necessary to plunge it into a modern age of terror.

Moore and Campbell have created a gripping, hallucinatory piece of crime fiction about Jack the Ripper. Detailing the events that led up to the Whitechapel murders and the cover-up that followed, From Hell is a modern masterpiece of crime noir and historical fiction."
2304,Cinematography for Directors: A Guide for Creative Collaboration,Jacqueline B. Frost,Cinema & Broadcast (Books),"Arts, Film & Photography",3.29578694,4,1,Paperback,2009,Aug,The essential handbook for directors and aspiring filmmakers who want to get the best visuals for their films while establishing a collaborative relationship with their cinematographer. This is the only book that focuses exclusively on the relationship between the director and cinematographer.
1627,Punisher Max Complete Collection Vol. 1 (The Punisher: Max Comics),Garth Ennis,Comics,Comics & Mangas,3.2955671,5,2,Paperback,2016,Feb,"Experience the gritty and uncompromising Punisher MAX from the very beginning! When a mob hit killed his beloved wife and children, Frank Castle became the Punisher - an unstoppable one-man army waging war on every piece of criminal scum plaguing New York's streets. But do the Punisher's origins trace back even further? In 1971 Vietnam, Captain Castle's platoon faces a Viet Cong attack...and to survive, he must make a grim choice. Then, Punisher's old partner Microchip, long thought to be a casualty of Castle's war, resurfaces with a startling offer!

COLLECTING: BORN 1-4, PUNISHER (2004) 1-12"
5577,"The Horse, the Wheel, and Language – How Bronze–Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,Anthropology (Books),"Arts, Film & Photography",3.278982117,3.8,3,Paperback,2010,Sep,"Roughly half the world's population speaks languages derived from a shared linguistic source known as Proto-Indo-European. But who were the early speakers of this ancient mother tongue, and how did they manage to spread it around the globe? Until now their identity has remained a tantalizing mystery to linguists, archaeologists, and even Nazis seeking the roots of the Aryan race. The Horse, the Wheel, and Language lifts the veil that has long shrouded these original Indo-European speakers, and reveals how their domestication of horses and use of the wheel spread language and transformed civilization. Linking prehistoric archaeological remains with the development of language, David Anthony identifies the prehistoric peoples of central Eurasia's steppe grasslands as the original speakers of Proto-Indo-European, and shows how their innovative use of the ox wagon, horseback riding, and the warrior's chariot turned the Eurasian steppes into a thriving transcontinental corridor of communication, commerce, and cultural exchange. He explains how they spread their traditions and gave rise to important advances in copper mining, warfare, and patron-client political institutions, thereby ushering in an era of vibrant social change. Anthony also describes his fascinating discovery of how the wear from bits on ancient horse teeth reveals the origins of horseback riding. The Horse, the Wheel, and Language solves a puzzle that has vexed scholars for two centuries--the source of the Indo-European languages and English--and recovers a magnificent and influential civilization from the past."
4545,Lighting for Cinematography: A Practical Guide to the Art and Craft of Lighting for the Moving Image (The CineTech Guides to the Film Crafts),David Landau,Photography Textbooks,Humour,3.278296208,5,3,Paperback,2014,Jul,"We can't shoot good pictures without good lighting, no matter how good the newest cameras are. Shooting under available light gives exposure, but lacks depth, contrast, contour, atmosphere and often separation. The story could be the greatest in the world, but if the lighting is poor viewers will assume it's amateurish and not take it seriously. Feature films and TV shows, commercials and industrial videos, reality TV and documentaries, even event and wedding videos tell stories. Good lighting can make them look real, while real lighting often makes them look fake. Lighting for Cinematography, the first volume in the new CineTech Guides to the Film Crafts series, is the indispensable guide for film and video lighting. Written by veteran gaffer and cinematographer David Landau, the book helps the reader create lighting that supports the emotional moment of the scene, contributes to the atmosphere of the story and augments an artistic style. Structured to mimic a 14 week semester, the chapters cover such things as lighting for movement, working with windows, night lighting, lighting the three plains of action and non-fiction lighting. Every chapter includes stills, lighting diagrams and key advice from professionals in the field, as well as lighting exercises to help the reader put into practice what was covered. www.lightingforcinematography.com"
2285,"The Future of Leadership: Rise of Automation, Robotics and Artificial Intelligence",Brigette Tasha Hyacinth,Industries & Business Sectors (Books),"Computing, Internet & Digital Media",3.276461804,4.6,3,Hardcover,2017,Oct,"Is Artificial Intelligence (AI) our greatest existential threat? Will AI take your Job? Is Privacy dead? Is Universal Basic Income a viable strategy or just a temporary bandage? Will AI solve all our problems? Will it make us happier? We can't put the genie back in the bottle once it's out. If we don't candidly answer the pertinent questions, we will only paint a false picture.
We are standing at a crucial and pivotal point in history. It's time for diversity in AI. This unprecedented technology will affect society as a whole and we need individuals from diverse disciplines and backgrounds to join the discussion. The issues surrounding AI can't be left to a small group of scientists, technologists or business executives to address. Our future and our children's future are at stake.
More than ever, we need leaders who will stand on integrity and who will put people first.
Do you want to take a glimpse into the future of leadership? The Future of Leadership: Rise of Automation, Robotics and Artificial Intelligence offers the most comprehensive view of what is taking place in the world of AI and emerging technologies, and gives valuable insights that will allow you to successfully navigate the tsunami of technology that is coming our way."
1982,Tibetan Thangka Painting: Methods and Materials,"David Jackson, Janice Jackson","Handicrafts, Decorative Arts & Crafts (Books)","Arts, Film & Photography",3.275454176,5,1,Paperback,2006,Aug,"Tibetan Thangka Painting is the only detailed description of the techniques and principles of the sacred art of Tibetan scroll painting. It is the distillation of research carried out over a period of ten years, collected during five journeys to Nepal and India, and compiled from some twenty traditional painters. This book presents, step-by-step, the techniques used to make a thangka from the preparation of the canvas to the final application of the sacred syllables behind each completed figure. Separate chapters introduce the reader to the basic principles of composition, color, and figure proportions. Included are descriptions of the pigments and how they are mixed and applied. A wealth of drawings and photographs illustrates each step and the many line drawings of symbols and motifs drawn by Robert Beer will greatly aid artists and serve as unique resource for designers. Robert Beer has also contributed a section which includes valuable guidelines for those who wish to paint thangkas using modern techniques and commercially available materials."
4790,The Art of Spirited Away,Hayao Miyazaki,Visual Arts,Humour,3.274157849,5,1,Hardcover,2002,Aug,"The Art of Spirited Away collects colour illustrations of Spirited Away for the first time in an English edition! This book includes paintings and designs from the new animated film from the director of Kiki's Delivery Service and Princess Mononoke. Large-size, hardcover coffee-table book featuring artwork from the renowned animated film, Spirited Away, directed by Hayao Miyazaki. Features commentary, colour stills, sketches, storyboards, and illustrations used to envision the rich fantasy world of the film. Also includes a complete English-language script."
310,Hand Lettering 101: An Introduction to the Art of Creative Lettering,Chalkfulloflove,Design,Humour,3.27392678,5,1,Spiral-bound,2016,Jun,"Updated in August 2018 with new features including capital letters, numbers, and more! 
With Hand Lettering 101, Sarah brings her fabulous Hand Lettering 101 workshop right to you with this beginner's workbook! If you follow Chalkfulloflove on social media, you and thousands of others already know how adorable Sarah's hand-lettered creations are. Hand Lettering 101 teaches Sarah's fun faux-calligraphy style: you will learn the strokes to letter the lower and upper case alphabets and numbers 0-9, learn techniques for connecting letters, get tips on how to mix and match fonts, and learn to add flair with flourishes. Hand Lettering 101 also includes detailed instructions for nine different hand-lettered projects. This is an introduction, so no experience is needed! Since practice is key, this gold, spiral-bound workbook lays flat and provides plenty of opportunities for practice. Chalkfulloflove was created to encourage, inspire and make you giggle, so just pour yourself a cup of coffee or a glass of wine and settle in to learn how to make your own unique, adorable hand-lettered creations!
Hand Lettering 101: An Introduction to the Art of Creative Lettering:
Hardcover, oversized gold wire-o binding and gold corner protectors
Step-by-step instructions for how to create various fonts and designs
Thick premium paper, perfect for lettering
Beautiful coffee table book and practical workbook"
2972,Cambridge IELTS 13 General Training Student's Book with Answers: Authentic Examination Papers (IELTS Practice Tests),Cambridge University Press,Linguistics (Books),"Language, Linguistics & Writing",3.26810973,2.4,8,Paperback,2018,Aug,"Authentic examination papers from Cambridge Assessment English provide perfect practice because they are EXACTLY like the real test. The Student's Book with answers allows students to familiarise themselves with IELTS and to practise examination techniques using authentic tests. It contains four complete tests for General Training candidates. An introduction to these modules is included in the book, together with an explanation of the scoring system used by Cambridge English Language Assessment. There is a comprehensive section of answers and tapescripts at the back of the book. Audio CDs containing the material for the Listening Tests, and a Student's Book with answers with downloadable Audio are sold separately."
1364,Rabindrachitravali (Set of 4 Vols.): Painting of Rabindranath Tagore,Kumar R S,Painting Books,"Arts, Film & Photography",3.267406419,5,1,Hardcover,2011,None,"Rabindra Chitravali is the most comprehensive documentation of any modern Indian artist to date, in its collection of more than 2000 images of Tagore's paintings, drawings and doodles, most of them reproduced-with special care to capture the tones and colours of the originals for the first time ever. A rich critical apparatus-including commentaries, notes, relevant information and technical details relating to the works reproduced, and an overarching introduction, all provided by Professor R Siva Kumar; translations of Tagore's own writings on art and aesthetics and his own paintings, culled from his essays, correspondence, notes and recorded conversations, and published reviews of his exhibitions provides a framework for a fresh reading of the works."
2900,Fowler's Dictionary of Modern English Usage,Jeremy Butterfield,Dictionaries,"Language, Linguistics & Writing",3.265760917,4.1,4,Hardcover,2015,Mar,"Why literally shouldn't be taken literally.

Why Americans think home in on something is a mistake and Brits think hone in is.

Is it OK to spell OK okay?

What's wrong with hence why?

Was Alanis Morrisette ever ironic?


Fowler's Dictionary of Modern English Usage is the world-famous guide to English usage, loved and used by writers, editors, and anyone who values correct English since it first appeared in 1926. Fowler's gives comprehensive and practical advice on complex points of grammar, syntax, punctuation, style, and word choice.
Now enlarged and completely revised to reflect English usage in the 21st century, it provides a crystal-clear, authoritative picture of the English we use, while illuminating scores of usage questions old and new.

International in scope, it gives in-depth coverage of both British and American English usage issues, with reference also to the English of Australia, Canada, India, New Zealand, and South Africa. The thousands of authentic examples in the book vividly demonstrate how modern writers tackls debated usage issues. They come on the one hand from established literary figures such as Chinua Achebe, Peter Ackroyd, Raymond Carver, Iris Murdoch, Harold Pinter, and Vikram Seth. On the other, they are drawn from a vast range of newspapers, journals, books, broadcast material, websites, and other digital sources from across the globe, and include references to topical personalities such as Stephen Fry, Prince Harry, Jeremy Paxman, and Wayne Rooney.

Based on the evidence and research of the Oxford Dictionaries Programme, this is the most comprehensive and authoritative guide to usage available."
2399,The Complete James Bond: Dr No - The Classic Comic Strip Collection 1958-60,Ian Fleming,"Crime, Thriller & Mystery (Books)",Comics & Mangas,3.264817823,3.4,2,Hardcover,2016,Nov,"Collects together the comic strips: Casino Royale, Live And Let Die, Moonraker, Diamonds Are Forever, From Russia With Love and Dr No."
5153,Statistical Analysis with Excel For Dummies (For Dummies Series),Joseph Schmuller,Software & Business Applications (Books),"Computing, Internet & Digital Media",3.263872677,2.9,2,Paperback,2013,Apr,"Take the mystery out of statistical terms and put Excel to work!
If you need to create and interpret statistics in business or classroom settings, this easy–to–use guide is just what you need. It shows you how to use Excel′s powerful tools for statistical analysis, even if you′ve never taken a course in statistics. Learn the meaning of terms like mean and median, margin of error, standard deviation, and permutations, and discover how to interpret the statistics of everyday life. You′ll learn to use Excel formulas, charts, PivotTables, and other tools to make sense of everything from sports stats to medical correlations.
Statistics have a reputation for being challenging and math–intensive; this friendly guide makes statistical analysis with Excel easy to understand
Explains how to use Excel to crunch numbers and interpret the statistics of everyday life: sales figures, gambling odds, sports stats, a grading curve, and much more
Covers formulas and functions, charts and PivotTables, samples and normal distributions, probabilities and related distributions, trends, and correlations
Clarifies statistical terms such as median vs. mean, margin of error, standard deviation, correlations, and permutations
Statistical Analysis with Excel For Dummies, 3rd Edition helps you make sense of statistics and use Excel′s statistical analysis tools in your daily life."
671,Tennis Anatomy,Paul Roetert,Sports Training & Coaching (Books),Sports,3.262213705,5,1,Paperback,2011,Jul,"See your tennis game as you never have before. See what it takes to improve consistency and performance on the court. Tennis Anatomy will show you how to ace the competition by increasing strength, speed, and agility for more powerful serves and more accurate shots. Tennis Anatomy includes more than 72 of the most effective exercises, each with step-by-step descriptions and full-color anatomical illustrations highlighting muscles in action.Tennis Anatomy goes beyond exercises by placing you on the baseline, at the net, and on the service line. Illustrations of the active muscles for forehands, backhands, volleys, and serves show you how each exercise is fundamentally linked to tennis performance.You'll also learn how exercises can be modified to target specific areas, improve your skills, and minimize common tennis injuries. Best of all, you'll learn how to put it all together to develop a training program based on your individual needs and goals.Whether you're a serve and volleyer, baseliner, or all-court player, Tennis Anatomy will ensure that you step onto the court ready to dominate any opponent."
5184,Waste of a Nation – Garbage and Growth in India,Assa Doron,Waste Management,Politics,3.261976191,5,3,Hardcover,2018,Mar,"In India, you can still find the kabaadiwala, the rag-and-bone man. He wanders from house to house buying old newspapers, broken utensils, plastic bottles-anything for which he can get a little cash. This custom persists and recreates itself alongside the new economies and ecologies of consumer capitalism. Waste of a Nation offers an anthropological and historical account of India's complex relationship with garbage. Countries around the world struggle to achieve sustainable futures. Assa Doron and Robin Jeffrey argue that in India the removal of waste and efforts to reuse it also lay waste to the lives of human beings. At the bottom of the pyramid, people who work with waste are injured and stigmatized as they deal with sewage, toxic chemicals, and rotting garbage. Terrifying events, such as atmospheric pollution and childhood stunting, that touch even the wealthy and powerful may lead to substantial changes in practices and attitudes toward sanitation. And innovative technology along with more effective local government may bring about limited improvements. But if a clean new India is to emerge as a model for other parts of the world, a ""binding morality"" that reaches beyond the current environmental crisis will be required. Empathy for marginalized underclasses-Dalits, poor Muslims, landless migrants-who live, almost invisibly, amid waste produced predominantly for the comfort of the better-off will be the critical element in India's relationship with waste. Solutions will arise at the intersection of the traditional and the cutting edge, policy and practice, science and spirituality."
4979,"CISSP (ISC)2 Certified Information Systems Security Professional Official Study Guide, 7ed",Mike Chapple,Computer Security (Books),"Computing, Internet & Digital Media",3.261500773,4.4,68,Paperback,2015,None,"CISSP (ISC)2 Certified Information Systems Security Professional Official Study Guide, 7th Edition has been completely updated for the latest 2015 CISSP Body of Knowledge. This bestselling Sybex study guide covers 100% of all exam objectives. You'll prepare for the exam smarter and faster with Sybex thanks to expert content, real-world examples, advice on passing each section of the exam, access to the Sybex online interactive learning environment and much more. Reinforce what you've learned with key topic exam essentials and chapter review questions."
1145,100 Things Every Designer Needs to Know About People (Voices That Matter),Susan Weinschenk,Design,"Arts, Film & Photography",3.260548373,5,4,Paperback,2011,Apr,"We design to elicit responses from people. We want them to buy something, read more, or take action of some kind. Designing without understanding what makes people act the way they do is like exploring a new city without a map: results will be haphazard, confusing, and inefficient. This book combines real science and research with practical examples to deliver a guide every designer needs. With it you’ll be able to design more intuitive and engaging work for print, websites, applications, and products that matches the way people think, work, and play.

Learn to increase the effectiveness, conversion rates, and usability of your own design projects by finding the answers to questions such as:
What grabs and holds attention on a page or screen?
What makes memories stick?
What is more important, peripheral or central vision?
How can you predict the types of errors that people will make?
What is the limit to someone’s social circle?
How do you motivate people to continue on to (the next step?
What line length for text is best?
Are some fonts better than others?
These are just a few of the questions that the book answers in its deep-dive exploration of what makes people tick."
2359,Cambridge IGCSE® English as a Second Language Coursebook (Cambridge International IGCSE),Peter Lucantoni,"Language, Linguistics & Writing (Books)","Language, Linguistics & Writing",3.255513713,1,2,Paperback,2018,Apr,"Supports students studying for Cambridge IGCSE® English as a Second Language (ESL). This fully updated print coursebook is designed to support students studying for Cambridge IGCSE® English as a Second Language syllabus (0510/0511/0991) for examination in 2019. With carefully scaffolded content, this easy to navigate coursebook has a language focus in each unit and offers new word and top tips. Each unit is themed and takes an integrated skills approach while emphasising a core skill. At the end of each chapter students can reflect and develop on what they have learnt, all to help build students' language skills and confidence in English as the course progresses. Answers in teacher's book."
166,Batman Eternal Vol. 2 (The New 52) (Batman Eternal: The New 52!),"Scott Snyder, Tim Seeley, Jason Fabok",Science & Mathematics,Humour,3.255272505,5,4,Paperback,2015,Jul,"A New York Times bestseller!

The only one thing more terrifying than the madness currently gripping Gotham City is the method behind it.
 
Gang wars. Viral outbreaks. Riots. Hauntings. Terrorist strikes. Batman and his army of allies have battled them all one by one, taking casualties at every turn.
 
And in the eye of this vortex of chaos stands one man. His face is wrapped in darkness. His name is spoken only in whispers.
 
He is Hush. And he is the Dark Knight’s darkest nightmare.
 
Once Bruce Wayne’s best friend, this maniacal mastermind is out to prove that he is the Batman’s better in every way. To do it, he will burn Gotham City to the ground and crown himself king of the ashes.
 
Distrust and disaster have torn them apart, but now Batman and his family of crimefighters must join closer than they ever have before. Only then can they stop Hush from sinking the city into the silence of the grave…
 
Superstar BATMAN writer Scott Snyder leads an all-star team of creators — including James Tynion IV, Ray Fawkes, Kyle Higgins, Tim Seeley, Jason Fabok, Fernando Pasarin, R.M. Guéra, and more — in BATMAN ETERNAL VOL. 2, the second landmark chapter in the unprecedented weekly Batman series! Collects issues #22-34."
4624,High-Performance Training for Sports,David Joyce,Sports Training & Coaching (Books),Sports,3.25139485,5,1,Paperback,2014,Jun,"High Performance Training for Sports is predicted to become the most comprehensive sports training manual for dedicated strength and conditioning practitioners and athletes and coaches looking to expand their knowledge on how to develop and optimise human performance and athletic capacity. The book is filled with not only the best and most current research but more importantly, the practical application arising from the research is explained and emphasised through a large variety of programme and exercise prescriptions. Each topic is addressed by a world renowned expert in a specific component of sports conditioning. All chapters will be filled with facts, findings, insights and training prescriptions for enhancing each component of athletic performance. Ten carefully selected chapters are augmented by case studies and interviews with coaches of some the biggest teams/athletes from around the world. This will not only adds depth to the text but enhances the readers' knowledge and understanding of how the most up-to-date science is interpreted and manipulated to create some of the world's best sports performers."
4071,Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,Al Sweigart,Software Design & Engineering,"Computing, Internet & Digital Media",3.249687428,5,1,Paperback,2018,Jan,"Learn how to program in Python while making and breaking ciphers—algorithms used to create and send secret messages! 

After a crash course in Python programming basics, you’ll learn to make, test, and hack programs that encrypt text with classical ciphers like the transposition cipher and Vigenère cipher. You’ll begin with simple programs for the reverse and Caesar ciphers and then work your way up to public key cryptography, the type of encryption used to secure today’s online transactions, including digital signatures, email, and Bitcoin.

Each program includes the full code and a line-by-line explanation of how things work. By the end of the book, you’ll have learned how to code in Python and you’ll have the clever programs to prove it!

You’ll also learn how to:

- Combine loops, variables, and flow control statements into real working programs
- Use dictionary files to instantly detect whether decrypted messages are valid English or gibberish
- Create test programs to make sure that your code encrypts and decrypts correctly
- Code (and hack!) a working example of the affine cipher, which uses modular arithmetic to encrypt a message
- Break ciphers with techniques such as brute-force and frequency analysis

There’s no better way to learn to code than to play with real programs. Cracking Codes with Python makes the learning fun!"
2021,"CCNA Routing and Switching Portable Command Guide (ICND1 100-105, ICND2 200-105, and CCNA 200-125)",Scott Empson,Networks & System Administration (Books),"Computing, Internet & Digital Media",3.248463718,4.1,12,Paperback,2016,Jun,"Here are all the CCNA-level Routing and Switching commands you need in one condensed, portable resource. CCNA Routing and Switching Portable Command Guide is filled with valuable, easy-to-access information–and it’s portable enough to use whether you’re in the server room or the equipment closet.

The guide summarizes all CCNA certification-level Cisco IOS Software commands, keywords, command arguments, and associated prompts, providing you with tips and examples of how to apply the commands to real-world scenarios. Throughout, configuration examples give you a better understanding of how these commands are used in simple network designs.

This book has been completely updated to cover all topics in the new ICND1 100-105, ICND2 200-105, and CCNA 200-125 exams. Use this quick reference resource to help you memorize commands and concepts as you work to pass the CCNA Routing and Switching certification exam. Coverage includes

Network Fundamentals: Subnetting, VLSM, route summarization, cables/connections, CLI
LAN Switching: Switch configuration, VLANs, VLAN trunking protocol, inter-VLAN communication, STP, EtherChannel
Routing (IPv4/IPv6): Router configuration, static routing, RIPng, EIGRP/EIGRPv6, OSPFv2/OSPFv3
WAN: Point-to-point protocols, eBGP, GRE tunnels, QoS
Infrastructure Services: DHCP, FHRP, HSRP, NAT
Infrastructure Security: Switch port security, ACL traffic management, device hardening
Infrastructure Management: Backup/restore, password recovery, CDP, LLDP, IOS tools, device monitoring, IOS licensing, troubleshooting
  Quick, offline access to all CCNA Routing and Switching commands for research and solutions
--Logical how-to topic groupings for a one-stop resource
--Great for review before CCNA Routing and Switching certification exams
--Compact size makes it easy to carry with you wherever you go
--“Create Your Own Journal” section with blank, lined pages enables you to personalize the book for your needs
--“What Do You Want to Do?” chart inside the back cover helps you to quickly reference specific tasks

This book is part of the Cisco Press Certification Self-Study Product Family, which offers readers a self-paced study routine for Cisco® certification exams. Titles in the Cisco Press Certification Self-Study Product Family are part of a recommended learning program from Cisco that includes simulation and hands-on training from authorized Cisco Learning Partners and self-study products from Cisco Press.
 "
539,The Elements of Typographic Style: 4.2: 20th Anniversary Edition,Robert Bringhurst,Design,"Arts, Film & Photography",3.24723655,4.7,3,Paperback,2013,Jan,"Renowned typographer and poet Robert Bringhurst brings clarity to the art of typography with this masterful style guide. Combining the practical, theoretical, and historical, this edition is completely updated, with a thorough revision and updating of the longest chapter, ""Prowling the Specimen Books,"" and many other small but important updates based on things that are continually changing in the field."
1625,Algorithms Unlocked (The MIT Press),Thomas H. Cormen,Algorithms,"Computing, Internet & Digital Media",3.24723655,4.8,5,Paperback,2013,Mar,"For anyone who has ever wondered how computers solve problems, an engagingly written guide for nonexperts to the basics of computer algorithms. Have you ever wondered how your GPS can find the fastest way to your destination, selecting one route from seemingly countless possibilities in mere seconds? How your credit card account number is protected when you make a purchase over the Internet? The answer is algorithms. And how do these mathematical formulations translate themselves into your GPS, your laptop, or your smart phone? This book offers an engagingly written guide to the basics of computer algorithms. In Algorithms Unlocked, Thomas Cormen-coauthor of the leading college textbook on the subject-provides a general explanation, with limited mathematics, of how algorithms enable computers to solve problems. Readers will learn what computer algorithms are, how to describe them, and how to evaluate them. They will discover simple ways to search for information in a computer; methods for rearranging information in a computer into a prescribed order (""sorting""); how to solve basic problems that can be modeled in a computer with a mathematical structure called a ""graph"" (useful for modeling road networks, dependencies among tasks, and financial relationships); how to solve problems that ask questions about strings of characters such as DNA structures; the basic principles behind cryptography; fundamentals of data compression; and even that there are some problems that no one has figured out how to solve on a computer in a reasonable amount of time."
